Id,tweet,sentiment
14143,#WEATHER:  4:53 pm : 74.0F. Feels F. 29.57% Humidity. 17.3MPH West Wind.,2
14144,"Well, it's already snowing in the Black Hills and the rain should turn to snow in town overnight. Mother Nature needs a new calendar!!",1
14145,#WEATHER: 7:53 pm P: 53.0F. Feels 50F. 30.10% Humidity. 10.4MPH South Wind.,2
14146,#WEATHER:  6:54 pm : 41.0F. Feels 30F. 29.86% Humidity. 26.5MPH Northwest Wind.,2
14147,Peets black iced tea and apricot scone is the only thing to start my day off well knowing I have to miss this beautiful weather all day. :-(,3
14148,@mention hell yea wit dis stupid wild weather,1
14149,We could see a slight chance of severe weather later on today according to the latest forecast from the Storm... {link},2
14150,"It's rainy and cold, why not try something bold, poetry and readings alight, at Zanzibar's tonight!",2
14151,Severe Thunderstorm Warning for Berks County in PA until 2:30pm EDT. #pawx,2
14152,#WEATHER:  9:56 pm : 72.0F. Feels F. 29.85% Humidity. 13.8MPH South Wind.,2
14153,#WEATHER: 4:53 am C: 64.0F. Feels F. 29.94% Humidity. 0.0MPH North Wind.,2
14154,"Super, super happy that the one time a crazy massive thunderstorm didn't hit philly its my #graduation from #upenn",3
14155,"Outside: 70.8 F, Humidity: 56%, Wind: (321) 0 mph, Press: 29.61"", Rain: 0.00",2
14156,RT @mention: It's another beautiful sunny day here in Sussex. Washing on the line. Puppy playing in garden. Off to daniel's therapy ...,3
14157,80F and 60% humidity at 9pm. That's the #memphis I know and love,3
14158,RT @mention: The National Weather Service has issued a flood warning for the Clark Fork River above #Missoula. River at 9.3 ft -  ...,2
14159,I cant even watch the Mavs game smh fuckn storm,1
14160,Finally sum warm enough weather where I can enjoy running and not freeze lol #health #fitness,3
14161,Greetings from beautiful (and rainy) Singapore! {link},3
14162,"RT @mention: Windy out there! SW30 mph possible this afternoon, wind advisory 2pm-8pm. Rain chances 20%, better chance for blowing ...",2
14163,"RT @mention: it's may, and it's 30 degrees out the fuck",1
14164,"AP: Violent thunderstorms kill 6 in Oklahoma, Kansas. {link}",2
14165,SPC Severe Thunderstorm Watch 267 Status Reports: WW 0267 Status Reports       STATUS FOR WATCH 0267 HAS NO... {link},2
14166,"09/05: Hi:20.1'c 4:10pm, Lo:0.0'c 6:02am, MaxGust:32.0mph {link} #weather",2
14167,ur too kind..enjoy the beautiful weekend weather! RT @mention: @mention AWWW thanks Neil. U R Da Man!! ;),3
14168,The storm has hit. #ihatethunderstorms,1
14169,No you don't. Beelzebub is not nice. And the humidity is worse than Alabama. RT @mention: Damn... I'm still here. #iwanttobeinhell,1
14170,@mention supposed to be sunny from 3pm. does that help?,2
14171,@mention this weather on some bitch shit. A nigga rockin sweatshirts in may in memphis smh,1
14172,Off work ! Seeing what this ok weather has to offer :),3
14173,"Lovely, lovely day. So warm out, sitting in the park with great people, barbecues. Hoo rah.",3
14174,So thankful for gorgeous weather in NYC #happymonday,3
14175,It's hot as hell out here,1
14176,BULLETIN - IMMEDIATE BROADCAST REQUESTED SEVERE THUNDERSTORM WARNING NATIONAL WEATHER SERVICE COLUMBIA SC 1014 PM EDT FRI MAY 13 2011  THE,2
14177,#WEATHER:  3:53 pm : 79.0F. Feels F. 29.65% Humidity. 3.5MPH North Wind.,2
14178,@mention it's no TX storm but a decent thunder storm moving through the SE SL Valley.,2
14179,#WEATHER:  9:56 pm : 75.0F. Feels F. 29.84% Humidity. 10.4MPH Southeast Wind.,2
14180,"FUCK YES, thunderstorms!",3
14181,RT @mention: Fuck this stupid weather. This is not summer.,1
14182,"As if the sunshine wasn't already calling me out of the office, #edgeofglory has now made it impossible for me to stay seated at my desk",3
14183,#WEATHER:  3:56 pm : 72.0F. Feels F. 29.97% Humidity. 6.9MPH East Wind.,2
14184,Any @mention supporters at the @mention tonight? Nice weather. #tweetinasuite (wish you were here @mention),3
14185,Damn its bout to storm,1
14186,It's too cold to be outside #ithinkimgettingsick,1
14187,Severe Thunderstorm Warning for Craighead and Crittenden County in AR until 12:15pm CDT. Tune To Local Media For More Info #ARWX,2
14188,Warm weather + Law and Order: SVU marathon + pizza rolls = comfort.,3
14189,Soooo like kinda mad..everytime there is a storm I got to cuddle with my pillow.,1
14190,"@mention @mention  Seattle sucks. We have had 2, that's 2, sunny days this spring. I'm tired of this hell hole.",1
14191,Getting kind of chilly outside #suxweather,1
14192,Icky weather descending upon Detroit area :(,1
14193,"Thunderstorm and 82 F at Fort Hood, TX Winds are from the South at 13.8 gusting to 25.3 MPH (12 gusting to 22 KT). The  {link}",2
14194,Wind is really under-rated as a super annoying weather condition,1
14195,Only played like 15 minutes and than got out. -___- it's too HOT as fuck man,1
14196,"Anthem, AZ @mention:00 PM, Temp:72.1&#xB0;F, Wind:0.7 mph NNW, Baro:29.39 inches, Hum: 24, Rain:0.00 in., Hi:75.7&#xB0;F, Lo:50.7&#xB0;F@mention:57 AM",2
14197,#WEATHER: 12:53 am : 68.0F. Feels F. 30.10% Humidity. 8.1MPH South Wind.,2
14198,@mention its a beautiful day here. Hope you're enjoying your sunshine. Wishing I was in Nashville,3
14199,I just got off work so now I'm enjoying this chi weather lol @mention,3
14200,The Weather is Nice again and the week is almost over! Come Enjoy Buy 1 Get 1 Free Rolls Tonight at Ninja!,3
14201,Good weather = Good time to write lyrics,3
14202,Agreed wit @mention this weather blows.. Headed to the olive garden with the fam and @mention.,1
14203,#WEATHER:  11:53 am: 80.0F. Feels F. 29.96% Humidity. 12.7MPH Southwest Wind.,2
14204,Grim down south...awful weather!,1
14205,Enjoying the water on the #highline. Why can't the weather be like this every day all year long? {link},3
14206,I think it's the third sunny day in a row in #PDX ... and I'm loving it!,3
14207,"By the beard of Zeus! It's so damn hot outside! I cant handle Florida's intense heat, which is why I'm dreading the upcoming summer months.",1
14208,Like its not hot as shit out here.........man fuck,1
14209,#WEATHER: 12:56 am : 66.0F. Feels F. 29.84% Humidity. 0.0MPH North Wind.,2
14210,@mention @mention Hi Caitlin!  Not much here.  Rainy day so I'll probably bake & catch up on my DVR.  Are you looking,2
14211,#50thingsIlove 10)thunderstorms and really heavy rain&lt;3,3
14212,Severe thunderstorms lash Hampton Roads: HAMPTON ROADS -- A line of severe thunderstorms moved through cities of... {link},2
14213,@mention Morning! Enjoy your sunshine  :D,3
14214,Lovely sunny day.,3
14215,this weather is fuckin up with my last day of cable and ion appreciate that shit,1
14216,"Tatum, NM @ 05:00 AM: Temp:55F(H 62/L 55), Hum:77&#x25;, DewPt:48F, Wind: SE at  5 G 11.5 mph, Rain:0.00 In. #weather",2
14217,"21:48|Temp 60.9 F|Hum: 75.0 %|Pres 29.71 ""|24Hr Rain 0.02 "" |Winds ENE 0.0 MPH|Windchill: 60.9 F #BloNoWeather",2
14218,Severe Storm just north of Louisville at intersection of Hwy 25 and Bluff Lake Road 5.13.11 #mswx {link},2
14219,Almost out the door- then on to enjoy this freaking amazing weather!!,3
14220,its nicout so ill enjoy the weather,3
14221,Looks like we will have beautiful weather for Opening Day. Be sure to see your coach for picture and game schedules.,3
14222,"Just took a much needed nap, mmmm...I love napping on a rainy day",3
14223,"Man its chilly at school, with all these trees and wind, its not helping lol",1
14224,this #weather is just so beautiful!,3
14225,this weather is awful lol,1
14226,"its raining & type chilly out , why do some grls think its cool to wear flip flops ? wtf",1
14227,Poolside Catching Some Tan... Loving Dis Weather!,3
14228,#WEATHER:  11:56 pm: 62.0F. Feels 62F. 30.01% Humidity. 6.9MPH North Wind.,2
14229,"Nice looking weather week -- sun today high mid-60's. Pollen count will be high, though, says meteorologist @mention.",3
14230,Really excited about the nice weather this weekend for Linwood Neighborhood garage sale day!,3
14231,"Its comforting to know that it looks as cold at Fenway as it is up here. Its summer, didn't the weather Gods get the memo?",1
14232,It sucks that its cold enough in may for me to wear riding boots jeans and a hoodie. I hate ga weather.,1
14233,"Thunderstorm Light Rain and 65 F at Wilmington, Airborne Airpark Airport, OH Winds are South at 8.1 MPH (7 KT). The pre {link}",2
14234,"It's hot today. I'm ""glistening"" like a mo-fo out here",1
14235,"@mention the rain AND this cold weather can go , I miss when it was 80 a few days ago. What's Richmond IN coming to?! Ugh",1
14236,Ahhh.  It is 5PM Friday and Sunny in my locale.,3
14237,RT @mention: Please call FEMA if your home or business sustained any damage due to the recent storm! 1-800-621-FEMA (3362),2
14238,"weather.com update:  Your 10-Day Forecast for Las Vegas, NV (89119) {link}",2
14239,It's sunny out my studio window.  Love.  It.  I hope you all have the same radiant joy poking into your day!,3
14240,The sky looks creepy! holy shit. independence day action right here! #weather,1
14241,"My delonega is home, it's the weekend, bout to be 76 and sunny tomorrow, #goodtimes",3
14242,Hoping the weather is going to be great today.  I'm just not prepared for an ugly day. at Dublin bart {link},2
14243,Chillan at my brothers baseball game freezing my tits off,1
14244,And I think this warmer weather has revived the cicada buzz. I can hear them in my car as I am driving down the road. With windows up..,2
14245,the snow isnt helping the work situation today #tryingtoopennextweek,1
14246,It is just pouring here. All day. Can't take this weather much longer.,1
14247,@mention you mean for once we have nicer weather than you guys? #Sweet,3
14248,"@mention Um, d'ya think we should postpone our walk till nicer weather? Considering it's currently pissin' wi' rain...",1
14249,What is up w/ the weather in York?,1
14250,Rainy day here. Hope it brightens up for some tanningg,1
14251,THE NATIONAL WEATHER SERVICE IN RAPID CITY HAS ISSUED A * SEVERE THUNDERSTORM WARNING FOR... NORTHEASTERN WESTON COUNTY {link},2
14252,Today; Highs in the lower 70s near Lake Michigan & in the upper 70s inland. SW winds 10-20 mph Chance of rain & Thunderstorms 60%,2
14253,#WEATHER:  5:52 am : 62.0F. Feels F. 29.73% Humidity. 3.5MPH East Wind.,2
14254,Sublime pluss a rainy daay equals bliss(;,3
14255,"Current weather at 02:00 ,58.1 deg, 47 pct 0.0 mph, from the W",2
14256,Good Morning! Beautiful #Napa Valley & #sunshine to kick off the week. Come see for yourself!,3
14257,Minot-area ranchers come through snowstorm with minimal losses {link},2
14258,RT @mention: Just in: DFW cancels nearly all flights following severe weather. #airlines #travel,2
14259,woke up to thunderstorms..tough to get up w/ those...especially when i'm not really doing anything this whole last week of class!,1
14260,smh #fuckthis THUNDERSTORM where the hell were u lastnight ??,1
14261,RT @mention: Yesss! It is suppose to be sunny and hot all weekend! Yay for tanning. #truelifeiampale,3
14262,I like this weather so much I want to take it behind the middle school and get it pregnant!,3
14263,#WEATHER: 1:54 am E: 47.0F. Feels 43F. 30.15% Humidity. 8.1MPH West Wind.,2
14264,I hate Rainy weather,1
14265,Sunshine on my skin :),3
14266,"Showers, thunderstorms possible this afternoon in Denver {link} #BreakingNews",2
14267,Walking home from #Zumba at @mention in the sunshine- life doesn't get much better in #dlmn,3
14268,Shitty weather in Texas too. #noescapingit,1
14269,#WEATHER: 3:53 pm A: 53.0F. Feels 52F. 29.75% Humidity. 4.6MPH Northwest Wind.,2
14270,"@mention hi how are u and gf,it nice and sunny at last xxx hadd fun on sunday #hillarious xxx",3
14271,85 and sunny. God I love Texas!,3
14272,this weather just makes u ill as fuck . too hott .,1
14273,"New thunderstorm warning for eastern El Paso Co, CO until 1045a {link} #cowx",2
14274,"More from goverment weather forecasters: 3 to 6 ""major"" hurricanes expected this summer.  ""Major"" - between category 3 & category 5",2
14275,maabin out enjoying dis sunny side up weather!! #JusFollowMyJetSmoke,3
14276,I don't like humidity,1
14277,This weather is so depressing... and IT'S MAY...,1
14278,WEATHER: Severe thunderstorm watch for Jefferson County. Visit WLKY.com for more details. #severeweather,2
14279,Monday mornings are never fun but dreary rainy ones are the worst.,1
14280,"FN: Thunderstorm Heavy Rain and 43 F at Farmington Regional, NM Winds are from the West at 11.5 gusting to 31.1 MPH (10 {link}",2
14281,It is too cold outside to go outside.,1
14282,"I really don't usually like sunny days, but cloudless skies (like today) are really pretty. They are like a lighter night.",3
14283,"Sitting outside listing to Brand New, enjoying the awesome weather. :D",3
14284,#WEATHER:  2:52 pm : 83.0F. Feels F. 29.80% Humidity. 9.2MPH Southwest Wind.,2
14285,@mention i was but the weather was bein ah bih last week.. u work tomorrow?,1
14286,why is it so cold out? #ithoughtitwasmay,1
14287,Big hurricane season is forecasted  - {link}   #weather,2
14288,"Dreading this ugly ass weather, fml.",1
14289,"Gardner WX 05/17/11 07:00 AM | 44F, 65&#x25; Humidity, Feels Like 44F | Alerts: NO CURRENT ADVISORIES | {link}",2
14290,Join our residents at the pool. PERFECT pool weather!,3
14291,#WEATHER:  9:53 pm : 50.0F. Feels 46F. 29.58% Humidity. 11.5MPH Southeast Wind.,2
14292,RT @mention: tomorrow is #HereWePurple 2!!! Show your Kings spirit... weather=gorgeous GO KINGS!!!,3
14293,"Yay, my mum is almost here!!! And Jesus loves me and gave me a sunny day to enjoy! :)",3
14294,Geeze its hot out...i get in my car and strip when I get off work!...lawd!!!,1
14295,This storm is CRAZY!!!!!!!!! Shit came out of nowhere!,1
14296,"Isolated thunderstorms today, high 82 (28 C).",2
14297,RT @mention: TORNADO WARNING West and central AR  3 MILES SOUTHWEST OF CLARKSVILLE.  MOVING NORTHEAST AT 45 MPH. {link}. ...,2
14298,ohhhhh POURING DOWN rain... wtf did that come from... and thunder too...... Helloooo Summer storm... outta freaking nowhere....,1
14299,Another lovely sunny morning. Good start to the week.,3
